upm,nvivi,nhoga,year,fex,facpob,area,dptorep,ipcm,linea_pobreza_total,linea_pobreza_extrema,vivi_vivienda,vivi_piezas,vivi_dormitorios,vivi_pared,vivi_piso,vivi_techo,vivi_agua_proveedor,vivi_agua_fuente,vivi_agua_proveedor_beber,vivi_agua_fuente_beber,vivi_luz_electrica,vivi_linea_fija,vivi_celular,vivi_banho,vivi_banho_desague,vivi_pieza_cocinar,vivi_combustible,vivi_basura,vivi_vivienda_propiedad,vivi_lote_propiedad,vivi_computadora,vivi_tableta,vivi_internet,vivi_radio,vivi_televisor,vivi_heladera,vivi_cocina_gas,vivi_cocina_elec,vivi_lavarropas,vivi_videoDVD,vivi_termocalefon,vivi_acondicionador_aire,vivi_antena_parabolica,vivi_tv_cable,vivi_horno_microondas,vivi_horno_electrico,vivi_auto_camion,vivi_motocicleta,hh_conyuge_present,hh_tipo_hogar,hh_personal_domestico,hh_miembros_5ymenos,hh_miembros_6a14,hh_miembros_15a64,hh_miembros_65ymas,hh_dependents,hh_youth_dependents,hh_old_dependents,hh_females,hh_males,hh_tekopora,hh_totpers,jefe_female,jefe_edad,jefe_idioma,jefe_aniosestudio,jefe_estado_civil,jefe_seguro_medico,jefe_sabe_leer_escribir,jefe_tipo_empleo,jefe_tiene_trabajo,jefe_quiere_trabajo,jefe_caja_jubilacion1
4465,4,1,2018,260,1300,6,2,150086.66666666666,488172,239969,1,4,4,3,4,1,3,2,3,2,1,6,1,1,3,1,1,1,1,1,6,6,6,6,1,1,6,6,1,6,6,6,6,6,6,1,6,1,1,4,0,1,0,4,0,1,1,0,3,2,0,5,0,53,1,9,2,7,1,4,1,0,6
4465,5,1,2018,233,932,6,2,327125,488172,239969,1,5,3,4,5,1,3,2,3,2,1,6,1,1,2,1,1,1,6,NA,6,6,6,1,1,1,6,1,1,6,6,6,6,1,6,6,6,1,1,4,0,0,0,3,1,1,0,1,1,3,0,4,1,41,2,5,2,7,1,4,1,0,6
4465,6,1,2018,244,1708,6,2,712267.8571428572,488172,239969,1,5,4,4,4,1,3,2,3,2,1,6,1,1,2,1,1,1,1,1,6,6,6,6,1,1,6,6,1,6,6,6,6,6,6,6,6,6,1,4,0,1,1,4,1,3,2,1,5,2,0,7,0,54,1,9,1,7,1,4,1,0,6
4465,7,1,2018,247,741,6,2,166666.66666666666,488172,239969,1,2,2,4,3,1,3,2,3,2,1,6,1,1,3,1,1,1,6,NA,6,6,6,1,1,1,6,6,1,6,6,6,6,6,6,1,6,1,1,2,0,0,1,2,0,1,1,0,1,2,0,3,0,52,1,6,1,7,1,4,1,0,6
4465,13,1,2018,256,256,6,2,1300000,488172,239969,1,1,1,3,1,3,3,2,3,2,1,6,6,1,7,6,1,1,6,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,49,1,6,5,7,1,4,1,0,6
4465,14,1,2018,287,1435,6,2,444820.6888888889,488172,239969,1,2,2,3,4,3,3,1,3,1,1,6,1,1,7,1,1,1,1,7,6,6,6,1,1,1,1,6,1,6,6,6,6,1,6,1,6,1,1,2,0,0,2,3,0,2,2,0,3,2,1,5,0,39,1,4,1,7,1,4,1,0,6
4465,15,1,2018,216,432,6,2,1690833.3333333335,488172,239969,1,3,3,4,3,1,3,1,3,1,1,6,1,1,2,6,7,1,1,1,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,0,3,0,0,0,1,1,1,0,1,0,2,0,2,0,71,1,3,4,7,1,4,1,0,6
4465,17,1,2018,285,1425,6,2,491207.8,488172,239969,1,3,3,4,4,1,3,2,3,2,1,6,1,1,7,1,1,1,1,1,6,6,6,1,1,1,1,1,1,6,6,6,6,1,6,6,6,1,1,2,0,0,1,4,0,1,1,0,2,3,0,5,0,51,1,4,1,7,1,4,1,0,6
4465,18,1,2018,249,747,6,2,2933240.777777778,488172,239969,1,4,2,4,5,1,3,2,3,2,1,6,1,1,2,1,2,4,1,1,1,6,1,1,1,1,1,1,1,6,6,1,1,6,6,1,1,1,1,2,0,1,0,2,0,1,1,0,2,1,0,3,0,40,2,16,1,1,1,1,1,0,1
4509,21,1,2018,579,3474,6,2,75000,488172,239969,1,3,2,4,4,4,2,1,2,1,1,6,1,1,7,6,1,1,1,1,6,6,6,1,1,1,6,6,1,6,6,1,6,1,6,6,1,6,1,2,0,2,2,2,0,4,4,0,3,3,0,6,0,30,1,12,1,7,1,4,1,0,6
4509,22,1,2018,470,1880,6,2,970468.75,488172,239969,1,3,2,9,3,4,2,2,2,2,1,6,1,1,2,1,1,1,1,1,6,6,6,1,6,1,6,6,1,6,6,6,6,6,6,6,6,1,1,4,0,0,0,4,0,0,0,0,1,3,0,4,0,45,1,4,2,7,1,4,1,0,6
4509,23,1,2018,305,915,6,2,666666.6666666666,488172,239969,1,3,3,4,5,3,2,2,2,2,1,6,1,1,3,1,1,1,1,1,6,6,6,1,6,6,6,1,6,6,6,6,6,6,6,6,6,1,1,4,0,0,1,0,2,3,1,2,2,1,0,3,0,77,1,4,1,7,1,4,1,0,6
4509,25,1,2018,484,1452,6,2,1616813,488172,239969,1,1,1,4,4,3,2,2,2,2,1,6,1,1,3,1,2,1,1,1,1,6,6,1,1,1,1,6,1,6,6,6,6,1,6,1,6,1,1,2,0,1,0,2,0,1,1,0,2,1,0,3,0,36,3,12,2,1,1,2,1,0,1
4509,62,1,2018,618,1854,6,2,1133333.3333333333,488172,239969,1,1,1,4,4,4,2,2,2,2,1,6,1,1,3,1,3,1,1,1,6,6,6,6,1,1,6,6,1,6,6,6,6,1,6,6,6,1,1,2,0,0,1,2,0,1,1,0,1,2,0,3,1,26,1,6,2,7,1,4,1,0,6
4509,63,1,2018,512,4096,6,2,980911.3333333333,488172,239969,1,3,3,4,4,1,2,2,2,1,1,6,1,1,2,1,1,1,1,1,6,6,6,1,1,1,6,6,1,6,6,6,6,1,6,6,6,1,1,2,0,0,3,5,0,3,3,0,4,4,1,8,0,52,1,4,1,7,1,3,1,0,6
4509,64,1,2018,618,1854,6,2,397958.3333333333,488172,239969,1,2,1,4,4,4,3,1,3,1,1,6,1,1,7,1,1,4,1,1,6,6,6,6,1,1,6,6,1,6,6,6,6,6,6,6,6,1,1,2,0,1,0,2,0,1,1,0,1,2,0,3,0,28,1,9,1,7,1,4,1,0,6
4509,66,1,2018,522,2088,6,2,528396.5833333334,488172,239969,1,2,2,3,1,3,2,1,2,1,1,6,1,1,7,6,1,1,1,1,6,6,6,1,1,1,1,1,1,1,6,6,6,1,6,1,6,6,0,4,0,0,3,0,1,4,3,1,1,3,0,4,1,73,1,5,4,7,1,4,1,0,6
4509,67,1,2018,486,3888,6,2,691667.0416666667,488172,239969,1,4,3,3,4,1,2,2,2,2,1,6,1,1,2,1,1,1,1,1,6,6,6,6,1,1,6,6,1,6,6,6,6,6,6,6,6,6,1,4,0,0,2,6,0,2,2,0,4,4,1,8,0,55,1,6,1,7,1,4,1,0,6
4539,13,1,2018,268,268,6,2,1108866.022544284,488172,239969,1,2,1,3,1,4,2,2,2,1,1,6,1,1,2,1,1,1,6,NA,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,49,1,6,5,7,1,4,1,0,6
4539,14,1,2018,255,1275,6,2,219717.79587604516,488172,239969,1,2,2,3,4,3,2,1,2,1,1,6,1,1,7,1,1,1,1,1,6,6,6,6,1,1,6,6,1,6,6,6,6,6,6,6,6,1,0,4,0,0,1,4,0,1,1,0,4,1,0,5,1,57,1,5,5,7,1,99,0,0,0
4539,15,1,2018,286,2002,6,2,486754.4357027838,488172,239969,1,2,2,4,4,4,2,2,2,2,1,6,1,1,3,1,1,4,6,NA,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,1,2,0,1,2,4,0,3,3,0,4,3,0,7,0,52,1,4,1,7,1,2,1,0,6
4539,16,1,2018,300,1500,6,2,244724.75297906625,488172,239969,1,3,2,3,5,3,2,1,2,1,1,6,1,1,7,1,1,4,6,NA,6,6,6,6,1,1,6,6,1,6,6,6,6,1,6,6,6,1,1,4,0,0,2,3,0,2,2,0,3,2,1,5,0,39,1,7,1,7,1,4,1,0,6
4539,18,1,2018,279,1116,6,2,1746449.5008051544,488172,239969,1,2,2,3,1,4,2,2,2,2,1,6,1,1,7,1,1,1,1,7,6,6,6,1,1,1,6,6,1,6,6,6,6,6,6,6,6,6,1,2,0,0,0,4,0,0,0,0,1,3,0,4,0,56,1,4,2,7,1,4,1,0,6
4539,31,1,2018,180,540,6,2,553432.8770799789,488172,239969,1,2,2,3,4,4,2,2,2,1,1,6,1,1,2,1,1,1,1,1,6,6,6,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,1,2,0,0,0,2,1,1,0,1,2,1,0,3,0,77,1,2,1,7,6,4,1,0,6
4539,32,1,2018,261,783,6,2,297971.01449275383,488172,239969,1,2,1,4,4,4,2,2,2,2,1,6,1,1,3,1,1,1,1,7,6,6,6,6,1,1,6,6,1,6,6,6,6,1,6,6,6,1,1,2,0,1,0,2,0,1,1,0,2,1,0,3,0,30,1,6,1,7,1,4,1,0,6
4539,33,1,2018,328,984,6,2,807832.5281803547,488172,239969,1,1,1,3,4,1,2,5,2,5,1,6,1,6,NA,6,4,4,1,7,6,6,6,1,1,1,6,1,6,6,6,6,6,1,6,6,6,1,1,2,0,1,0,2,0,1,1,0,2,1,0,3,0,26,2,6,2,7,1,2,1,0,6
4539,34,1,2018,258,1806,6,2,703554.497354498,488172,239969,1,3,3,3,4,4,2,2,2,2,1,6,1,1,2,1,1,4,1,1,6,6,6,6,1,6,1,6,1,6,6,6,6,1,6,1,1,1,1,4,0,0,0,6,1,1,0,1,3,4,0,7,0,56,2,3,2,7,1,4,1,0,6
4539,35,1,2018,278,1390,6,2,378235.8447665059,488172,239969,1,3,2,4,4,4,2,2,2,2,1,6,1,1,3,1,4,1,1,1,6,6,6,1,1,1,1,1,1,6,6,1,6,1,6,1,6,6,1,2,0,0,3,2,0,3,3,0,2,3,0,5,0,53,2,6,1,7,6,4,1,0,6
4539,36,1,2018,314,1884,6,2,575819.6441223837,488172,239969,1,2,2,3,4,4,2,2,2,2,1,6,1,1,2,1,4,1,1,1,6,6,6,6,1,6,6,1,1,6,6,6,6,1,6,6,6,1,1,2,0,0,3,3,0,3,3,0,2,4,0,6,0,38,1,5,1,7,6,4,1,0,6
4582,3,1,2018,164,492,6,2,935847.222222222,488172,239969,1,4,3,4,4,4,3,2,3,2,1,6,6,1,3,1,1,1,1,1,6,6,6,1,1,1,1,6,1,6,6,6,6,6,6,6,6,1,1,2,0,0,0,3,0,0,0,0,1,2,0,3,0,56,1,6,1,7,1,4,1,0,6
4582,4,1,2018,228,1140,6,2,728772,488172,239969,1,3,2,4,5,1,2,2,2,2,1,6,1,1,2,1,1,1,1,4,6,6,6,6,1,1,1,6,1,6,6,6,1,6,6,6,6,1,1,2,0,1,1,3,0,2,2,0,1,4,0,5,0,36,1,0,2,1,6,2,1,0,1
4582,5,1,2018,160,960,6,2,638986.1111111111,488172,239969,1,5,2,4,5,1,2,2,2,2,1,6,1,1,2,1,4,1,1,1,6,6,6,1,1,1,1,1,1,6,6,1,1,6,6,1,6,1,1,4,0,1,0,3,2,3,1,2,4,2,0,6,0,81,1,4,1,1,1,99,0,0,0
4582,6,1,2018,151,453,6,2,726981.111111111,488172,239969,1,3,2,4,5,1,2,2,2,2,1,6,1,1,2,1,2,4,1,1,6,6,6,1,1,1,1,1,6,6,6,1,6,6,6,6,6,1,1,2,0,0,1,2,0,1,1,0,2,1,0,3,0,47,1,2,1,7,1,2,1,0,6
4582,8,1,2018,210,1050,6,2,358772,488172,239969,1,2,2,3,5,4,2,2,2,2,1,6,1,1,3,6,4,1,1,7,6,6,6,6,1,1,6,1,6,6,6,6,6,6,6,6,6,6,0,3,0,1,2,2,0,3,3,0,3,2,0,5,1,34,1,1,3,7,6,4,1,0,6
4582,14,1,2018,191,573,6,2,334722.2222222222,488172,239969,1,2,1,3,4,4,2,2,2,2,1,6,1,1,3,1,4,1,1,1,6,6,6,1,1,1,1,1,1,6,6,6,6,6,6,1,6,1,0,4,0,1,0,2,0,1,1,0,2,1,0,3,1,42,1,6,5,7,1,99,0,0,0
4582,15,1,2018,208,1040,6,2,352183.3333333334,488172,239969,1,2,1,3,5,4,2,2,2,2,1,6,1,1,2,1,1,1,1,1,6,6,6,6,1,1,6,6,1,6,6,6,6,6,6,6,6,6,1,2,0,2,1,2,0,3,3,0,2,3,0,5,1,32,1,6,2,7,1,5,1,0,6
4582,16,1,2018,150,450,6,2,993611.111111111,488172,239969,1,4,3,4,5,1,2,2,2,2,1,6,1,1,2,1,2,1,1,1,1,6,6,6,6,1,1,1,1,6,6,1,6,6,6,1,6,1,1,2,0,0,0,2,1,1,0,1,1,2,0,3,0,66,1,3,1,7,1,4,1,0,6
4582,17,1,2018,122,366,6,2,1383333.3333333333,488172,239969,1,3,2,4,4,1,3,2,3,2,1,6,1,1,2,1,1,1,1,1,6,6,6,1,1,1,1,1,1,6,6,1,6,6,6,1,6,1,1,2,0,0,0,1,2,2,0,2,1,2,0,3,0,80,1,2,1,5,1,99,0,0,0
4582,18,1,2018,181,905,6,2,2444873.787952123,488172,239969,1,5,4,4,5,4,5,2,5,2,1,6,1,1,2,1,2,1,1,1,6,6,6,1,1,1,1,1,1,6,6,1,6,1,6,1,1,1,1,2,0,0,0,5,0,0,0,0,2,3,0,5,0,54,1,13,1,7,1,3,1,0,6
4582,19,1,2018,185,740,6,2,236250,488172,239969,1,3,3,4,5,1,2,2,2,2,1,6,1,1,2,1,2,1,1,1,1,6,6,6,1,1,1,6,1,6,6,1,1,6,6,6,6,6,0,3,0,1,0,3,0,1,1,0,3,1,0,4,1,38,1,12,1,7,1,99,0,0,0
4598,24,1,2018,282,1410,6,2,622367.4951076345,488172,239969,1,4,3,4,5,1,2,1,2,1,1,6,6,1,6,1,1,1,1,1,6,6,6,1,6,1,6,6,6,6,6,6,6,6,6,6,6,1,0,4,0,2,0,2,1,3,2,1,3,2,0,5,1,70,1,4,4,7,6,99,0,0,0
4598,25,1,2018,310,1240,6,2,914403.65296804,488172,239969,1,3,2,4,5,4,2,2,2,2,1,6,1,1,2,1,4,1,1,1,1,6,1,1,1,1,1,1,1,6,6,1,6,6,6,1,1,1,1,4,0,1,0,3,0,1,1,0,3,1,0,4,0,28,2,12,1,7,1,3,1,0,6
4598,26,1,2018,245,1225,6,2,1643995.3033268158,488172,239969,1,4,2,4,5,4,2,2,2,2,1,6,1,1,3,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,4,0,0,1,3,1,2,1,1,3,2,0,5,0,46,1,4,1,7,1,3,1,0,6
4598,27,1,2018,256,1280,6,2,3188814.977234193,488172,239969,1,5,3,4,5,4,2,2,2,2,1,6,1,1,3,1,1,1,1,1,6,6,6,6,1,1,1,6,1,6,6,1,6,1,6,1,1,1,1,4,0,0,1,4,0,1,1,0,3,2,0,5,0,50,1,3,2,7,1,3,1,0,6
4598,28,1,2018,377,1508,6,2,1315587.8636660192,488172,239969,1,1,1,3,5,4,2,2,2,2,1,6,1,1,2,1,2,1,1,7,6,6,6,6,1,1,1,6,1,6,6,1,6,1,6,6,6,1,1,2,0,1,1,2,0,2,2,0,1,3,0,4,0,30,1,12,2,7,1,4,1,0,6
4598,29,1,2018,411,1644,6,2,373484.79044357606,488172,239969,1,2,1,4,5,4,2,2,2,2,1,6,1,1,2,1,2,1,1,1,6,6,6,6,1,1,1,6,1,6,6,1,6,1,6,1,6,1,1,2,0,1,1,2,0,2,2,0,1,3,0,4,0,26,1,7,2,7,1,4,1,0,6
4598,40,1,2018,207,414,6,2,396899.8695368573,488172,239969,1,3,2,3,4,3,2,2,2,2,1,6,1,1,7,6,4,1,1,1,6,6,6,6,1,1,6,1,1,6,6,6,6,6,6,6,6,6,1,2,0,0,0,2,0,0,0,0,1,1,0,2,0,58,1,6,2,7,1,4,1,0,6
4598,41,1,2018,312,1872,6,2,1474267.4840477223,488172,239969,1,1,1,4,5,1,2,2,2,2,1,6,1,1,3,1,4,1,1,1,6,6,6,6,1,1,6,1,1,6,6,6,6,1,6,6,6,1,1,2,0,2,2,2,0,4,4,0,4,2,0,6,0,34,1,6,1,7,1,3,1,0,6
4598,42,1,2018,226,678,6,2,2603289.183735604,488172,239969,1,2,2,4,4,4,2,2,2,2,1,6,1,1,3,6,4,1,1,1,6,6,6,1,6,1,1,1,1,6,6,6,6,6,6,6,6,1,1,2,0,0,0,3,0,0,0,0,1,2,0,3,0,59,1,2,1,7,6,4,1,0,6
4598,43,1,2018,285,1140,6,2,631288.7312459253,488172,239969,1,3,1,3,5,4,2,2,2,2,1,6,1,1,3,6,4,1,1,1,6,6,6,1,1,1,6,1,1,1,6,6,6,1,6,1,1,1,1,2,0,1,1,2,0,2,2,0,3,1,0,4,0,33,1,6,1,7,1,3,1,0,6
4598,44,1,2018,309,2163,6,2,709884.2968968434,488172,239969,1,3,3,3,4,3,2,2,2,2,1,6,1,1,6,1,1,1,1,1,1,6,6,6,1,1,6,1,1,6,6,6,6,1,1,6,6,1,1,2,0,0,2,5,0,2,2,0,2,5,0,7,1,47,2,6,1,7,1,4,1,0,6
4598,45,1,2018,326,1630,6,2,2554911.9373777,488172,239969,1,4,3,4,5,4,2,2,2,2,1,6,1,1,6,1,4,1,1,1,6,6,6,1,1,1,6,1,1,6,6,1,1,6,6,1,1,1,1,2,0,2,0,3,0,2,2,0,2,3,0,5,0,48,2,6,1,7,1,3,1,0,6
4734,1,1,2018,319,1276,6,2,26566693.94161784,488172,239969,1,6,4,4,5,3,5,2,5,2,1,6,1,1,2,1,2,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,2,0,0,1,3,0,1,1,0,2,2,0,4,0,47,4,2,1,7,1,4,1,0,6
4734,28,1,2018,280,2520,6,2,264627.85388127953,488172,239969,1,5,5,4,5,1,3,2,3,2,1,6,1,1,3,1,1,1,1,1,6,6,6,1,1,1,1,6,1,6,6,6,6,1,6,6,6,1,1,5,0,1,1,5,2,4,2,2,4,5,0,9,1,60,1,5,1,7,1,5,1,0,6
4734,29,1,2018,319,1276,6,2,1467028.0055446888,488172,239969,1,3,2,4,5,1,3,2,3,2,1,6,1,1,2,1,2,1,1,1,6,6,6,6,1,1,1,6,1,6,6,1,6,1,6,1,1,1,1,2,0,0,1,3,0,1,1,0,2,2,0,4,0,35,2,12,1,7,1,4,1,0,6
4734,31,1,2018,200,400,6,2,439567.09799694933,488172,239969,1,3,1,3,5,1,2,2,2,2,1,6,6,1,3,1,1,1,1,1,6,6,6,6,1,1,6,6,1,6,6,6,6,6,6,6,6,1,1,2,0,0,0,1,1,1,0,1,1,1,0,2,0,70,1,4,1,7,6,4,1,0,6
4734,35,1,2018,200,400,6,2,1442272.0971950474,488172,239969,1,4,1,3,4,4,2,2,2,2,1,6,1,1,6,1,1,1,1,1,6,6,6,1,1,1,6,6,1,6,6,6,6,1,6,6,6,6,1,2,0,0,0,1,1,1,0,1,1,1,0,2,0,66,1,2,1,7,1,4,1,0,6
4734,36,1,2018,370,1110,6,2,562281.8003913915,488172,239969,1,2,1,4,5,1,2,2,2,2,1,6,1,1,7,1,1,1,1,7,6,6,6,1,1,1,6,6,1,6,6,6,6,1,6,1,6,1,1,2,0,1,0,2,0,1,1,0,1,2,0,3,0,32,1,14,1,7,1,3,1,0,6
4734,37,1,2018,313,1252,6,2,780660.551206787,488172,239969,1,4,3,4,4,4,2,2,2,2,1,6,1,1,2,1,4,1,1,1,6,6,6,6,6,1,1,1,1,6,6,6,6,1,6,6,6,1,0,4,0,0,0,4,0,0,0,0,2,2,0,4,1,58,2,6,4,7,1,4,1,0,6
4734,38,1,2018,383,1532,6,2,443484.26288323704,488172,239969,1,2,2,3,4,1,2,2,2,2,1,6,1,1,2,1,4,1,1,1,6,6,6,6,1,1,6,1,1,1,6,6,6,6,6,6,6,1,1,2,0,1,1,2,0,2,2,0,1,3,0,4,0,31,1,7,1,7,1,3,1,0,6
4820,2,1,2018,314,314,6,2,4171594.2028985536,488172,239969,1,3,1,3,1,4,2,1,2,1,1,6,1,1,7,1,7,4,1,1,6,6,1,1,1,6,6,6,6,6,6,6,6,1,6,6,6,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,19,1,7,5,7,1,4,1,0,6
4820,3,1,2018,232,2088,6,2,251647.55770263035,488172,239969,1,3,2,3,1,4,2,1,2,1,1,6,1,1,7,1,1,1,1,1,6,6,6,1,1,1,6,6,1,6,6,6,6,6,6,6,6,1,1,4,0,2,2,5,0,4,4,0,8,1,0,9,0,44,1,6,2,7,1,2,1,0,6
4820,4,1,2018,285,1140,6,2,748255.6368760071,488172,239969,1,3,2,4,5,1,2,2,2,2,1,6,1,1,7,1,1,1,1,1,6,6,6,6,1,1,6,1,1,6,6,6,6,1,6,6,6,1,1,4,0,0,2,2,0,2,2,0,1,3,1,4,0,30,1,6,2,7,1,3,1,0,6
4820,5,1,2018,238,952,6,2,1234096.618357489,488172,239969,1,5,3,4,5,4,2,2,2,2,1,6,1,1,2,1,2,1,1,1,6,6,6,1,1,1,1,1,1,6,6,6,6,1,6,1,6,6,1,2,0,0,2,2,0,2,2,0,2,2,1,4,0,45,1,9,2,7,1,2,1,0,6
4820,6,1,2018,274,822,6,2,560113.615673645,488172,239969,1,2,2,3,4,4,2,1,2,1,1,6,1,1,3,1,4,1,1,1,6,6,6,1,1,1,6,1,1,6,6,6,6,6,6,6,6,1,0,3,0,0,1,2,0,1,1,0,0,3,0,3,0,54,1,2,5,7,1,4,1,0,6
4820,12,1,2018,240,960,6,2,1104621.8864734308,488172,239969,1,2,1,4,4,1,2,1,2,1,1,6,1,1,7,6,4,4,1,7,6,6,6,6,1,1,6,1,1,6,6,6,6,1,6,6,6,1,1,2,0,0,2,2,0,2,2,0,1,3,0,4,0,37,1,9,2,7,1,3,1,0,6
4820,13,1,2018,257,1028,6,2,471787.4396135269,488172,239969,1,3,3,3,5,4,2,1,2,1,1,6,1,1,7,1,1,1,1,1,6,6,6,6,1,1,6,6,1,1,6,6,6,1,6,6,6,1,0,3,0,0,0,4,0,0,0,0,1,3,0,4,1,54,1,6,3,7,1,4,1,0,6
4820,14,1,2018,107,214,6,2,518138.48631239973,488172,239969,1,3,2,4,4,4,2,2,2,2,1,6,1,1,7,1,1,1,1,1,6,6,6,6,6,1,6,6,1,6,6,6,6,6,6,6,6,6,0,4,0,0,0,0,2,2,0,2,2,0,0,2,1,76,1,3,4,7,6,4,1,0,6
4820,15,1,2018,259,2072,6,2,588138.7946859907,488172,239969,1,4,4,3,3,4,2,1,2,1,1,6,1,1,7,1,3,1,1,1,6,6,6,1,1,1,1,6,1,6,6,6,6,1,6,6,6,1,1,2,0,0,3,5,0,3,3,0,4,4,0,8,0,44,1,4,2,7,1,4,1,0,6
4820,16,1,2018,246,1476,6,2,436161.96994095575,488172,239969,1,3,2,3,3,3,2,1,2,1,1,6,1,1,7,1,1,1,1,1,6,6,6,1,6,1,6,6,1,6,6,6,6,6,6,6,6,1,1,2,0,0,2,4,0,2,2,0,2,4,1,6,1,39,1,0,2,7,6,4,1,0,6
4820,17,1,2018,177,354,6,2,381568.4380032209,488172,239969,1,1,1,4,4,4,2,1,2,1,1,6,1,1,6,6,1,7,1,1,6,6,6,1,6,1,6,6,6,6,6,6,6,6,6,6,6,6,1,2,0,0,0,2,0,0,0,0,1,1,0,2,0,58,1,6,1,7,1,3,1,0,6
4910,6,1,2018,403,2015,6,2,1228266.6666666667,488172,239969,1,6,2,4,5,4,5,2,5,2,1,6,1,1,2,1,2,1,1,1,6,6,6,1,6,1,1,6,1,6,1,1,6,6,1,1,1,6,1,2,0,1,2,2,0,3,3,0,3,2,0,5,0,32,4,12,1,7,1,2,1,0,6
4910,7,1,2018,401,2807,6,2,1963704.5740755347,488172,239969,1,5,4,4,5,4,6,2,6,2,1,6,1,1,2,1,4,4,1,1,6,6,6,6,6,1,6,1,1,6,6,1,6,6,1,1,1,1,1,2,0,0,3,4,0,3,3,0,3,4,0,7,0,44,4,6,1,1,1,1,1,0,1
4910,10,1,2018,321,1605,6,2,2099408.3333333335,488172,239969,1,6,3,4,5,4,5,2,5,2,1,6,1,1,2,1,2,1,1,1,6,6,6,6,6,1,1,1,1,6,6,1,6,6,6,1,1,1,1,2,0,0,0,5,0,0,0,0,2,3,0,5,0,58,4,7,1,7,1,4,1,0,6
4910,11,1,2018,340,2380,6,2,3048790.8009181833,488172,239969,1,5,3,4,5,4,5,2,5,2,1,6,1,1,2,1,4,1,1,1,6,6,6,6,6,1,6,1,1,6,6,1,6,6,6,1,1,1,1,2,0,1,3,3,0,4,4,0,6,1,0,7,0,42,4,6,1,7,1,4,1,0,6
4910,14,1,2018,399,1995,6,2,1972200,488172,239969,1,6,3,4,5,4,5,2,5,2,1,6,1,1,2,1,2,1,1,1,6,6,6,6,6,1,1,6,1,6,6,1,6,6,6,6,1,1,1,2,0,2,1,2,0,3,3,0,4,1,0,5,0,30,4,7,1,7,1,4,1,0,6
4910,15,1,2018,351,1755,6,2,1944508.3333333333,488172,239969,1,4,3,4,5,4,5,2,5,2,1,6,1,1,2,1,4,4,1,1,6,6,6,1,6,1,1,1,1,1,1,1,6,6,1,1,1,1,1,2,0,0,3,2,0,3,3,0,3,2,0,5,0,36,4,6,1,7,1,2,1,0,6
4910,17,1,2018,320,1600,6,2,650187.3481591077,488172,239969,1,10,3,4,5,4,5,2,5,2,1,6,1,1,3,1,4,1,1,1,1,6,1,6,6,1,1,1,1,6,1,1,6,6,6,1,1,6,0,3,0,0,0,5,0,0,0,0,4,1,0,5,1,58,4,6,4,7,1,99,0,0,0
4910,19,1,2018,464,1856,6,2,1732697.303921569,488172,239969,1,6,2,4,5,4,5,2,5,2,1,1,1,1,2,1,2,1,6,NA,6,6,6,6,6,1,1,1,1,6,6,1,6,6,6,1,1,1,1,2,0,2,0,2,0,2,2,0,2,2,0,4,0,23,4,6,1,7,1,2,1,0,6
4918,1,1,2018,263,526,6,2,1000000,488172,239969,1,1,1,4,5,4,2,2,2,2,1,6,1,1,2,1,4,2,4,NA,6,6,6,6,1,1,6,1,1,6,6,6,6,1,6,6,6,1,1,2,0,0,0,2,0,0,0,0,1,1,0,2,0,24,1,12,2,7,1,2,1,0,6
4918,2,1,2018,251,1255,6,2,414000,488172,239969,1,3,2,4,4,4,2,2,2,2,1,6,1,1,2,1,3,2,1,1,6,6,6,1,1,1,6,6,1,6,6,6,6,1,6,6,6,1,1,2,0,1,1,3,0,2,2,0,4,1,1,5,0,31,3,12,2,7,1,2,1,0,6
4918,3,1,2018,242,968,6,2,455000,488172,239969,1,3,2,4,5,4,2,2,2,2,1,6,1,1,3,1,3,1,1,1,6,6,6,6,1,1,6,6,1,6,6,6,6,6,6,6,1,1,1,2,0,0,2,2,0,2,2,0,2,2,1,4,1,42,2,6,1,7,1,5,1,0,6
4918,4,1,2018,152,304,6,2,761250,488172,239969,1,3,2,3,4,4,2,2,2,2,1,6,1,1,3,1,2,1,1,1,6,6,6,1,1,1,1,6,6,6,6,6,6,6,6,6,6,1,0,4,0,0,0,1,1,1,0,1,1,1,0,2,0,59,1,6,6,7,1,99,0,1,0
4918,5,1,2018,235,1175,6,2,2815033.333333333,488172,239969,1,4,4,4,4,4,2,2,2,2,1,6,1,1,2,1,2,1,1,1,1,6,6,6,1,1,1,6,1,6,6,6,6,1,1,1,6,1,1,2,0,0,0,5,0,0,0,0,2,3,0,5,0,50,1,9,1,7,1,2,1,0,6
