upm,nvivi,nhoga,year,fex,facpob,area,dptorep,ipcm,linea_pobreza_total,linea_pobreza_extrema,vivi_piezas,vivi_dormitorios,vivi_pared,vivi_piso,vivi_techo,vivi_agua_proveedor,vivi_agua_fuente,vivi_agua_proveedor_beber,vivi_agua_fuente_beber,vivi_celular,vivi_banho_desague,vivi_pieza_cocinar,vivi_combustible,vivi_basura,vivi_vivienda_propiedad,vivi_lote_propiedad,vivi_computadora,vivi_tableta,vivi_internet,vivi_radio,vivi_televisor,vivi_heladera,vivi_cocina_gas,vivi_cocina_elec,vivi_lavarropas,vivi_videoDVD,vivi_termocalefon,vivi_acondicionador_aire,vivi_antena_parabolica,vivi_tv_cable,vivi_horno_microondas,vivi_horno_electrico,vivi_auto_camion,vivi_motocicleta,hh_conyuge_present,hh_tipo_hogar,hh_miembros_5ymenos,hh_miembros_6a14,hh_miembros_15a64,hh_miembros_65ymas,hh_dependents,hh_youth_dependents,hh_old_dependents,hh_females,hh_males,hh_tekopora,hh_totpers,jefe_female,jefe_edad,jefe_idioma,jefe_aniosestudio,jefe_estado_civil,jefe_seguro_medico,jefe_sabe_leer_escribir,jefe_tipo_empleo,jefe_quiere_trabajo,jefe_caja_jubilacion1,lnipcm,totpov,extpov
11849,20,1,2019,121,121,rural,Itapua,1048009.4786729844,497049,243608,1,1,Madera,Lecherada,Teja,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Camara_septica,Yes,Leña,Quema,Propia,Propio,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Unipersonal,0,0,0,1,1,0,1,1,0,No,1,Yes,70,Guarani,0,Soltero,No,No,Cuenta_propia,No,No,13.862403188357513,nontot_pov,nonext_pov
11849,22,1,2019,224,672,rural,Itapua,469039.69194312737,497049,243608,4,3,Madera,Lecherada,Fibrocemento,Pozo_bomba,Caneria_vivienda,Pozo_protegido,Caaeria_vivienda,Yes,Letrina_comun,Yes,Leña,Quema,Propia,Propio,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Nuclear_Completo,0,0,3,0,0,0,0,1,2,No,3,No,46,Guarani,6,Casado,No,Yes,Cuenta_propia,No,No,13.058442674856215,tot_pov,nonext_pov
11849,23,1,2019,248,744,rural,Itapua,671613.2701421791,497049,243608,3,3,Ladrillo,Lecherada,Teja,Pozo_bomba,Caneria_vivienda,Pozo_protegido,Caaeria_vivienda,Yes,Camara_septica,Yes,Leña,Quema,Propia,Propio,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Nuclear_Incompleto,0,1,2,0,1,1,0,2,1,No,3,Yes,36,Guarani,6,Soltero,No,Yes,Cuenta_propia,No,No,13.417437962987009,nontot_pov,nonext_pov
11849,32,1,2019,359,1077,rural,Itapua,478535.545023696,497049,243608,1,1,Madera,Lecherada,Teja,SENASA,Caneria_terreno,SENASA,Caneria_terreno,Yes,Letrina_comun,Yes,Gas,Quema,Propia,Propio,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Nuclear_Incompleto,2,0,1,0,2,2,0,1,2,No,3,Yes,21,Guarani,4,Soltero,No,Yes,Domestico,No,No,13.078485771387253,tot_pov,nonext_pov
11855,1,1,2019,297,891,rural,Itapua,181593.7777777777,497049,243608,3,2,Ladrillo,Baldosa,Zinc,Pozo_bomba,Caneria_vivienda,Pozo_protegido,Caaeria_vivienda,Yes,Camara_septica,Yes,Gas,Quema,Propia,Propio,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Nuclear_Completo,0,1,2,0,1,1,0,1,2,No,3,No,54,Guarani,8,Unido,Yes,Yes,Cuenta_propia,No,No,12.1095274812241,tot_pov,ext_pov
11855,9,1,2019,386,772,rural,Itapua,1150000,497049,243608,6,3,Madera,Baldosa,Madera,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Camara_septica,Yes,Gas,Quema,Propia,Propio,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Nuclear_Incompleto,1,0,1,0,1,1,0,1,1,No,2,Yes,26,Castellano,16,Unido,No,Yes,No_remunerado,No,No,13.955272500339433,nontot_pov,nonext_pov
11855,10,1,2019,239,956,rural,Itapua,486473.5804384233,497049,243608,5,4,Ladrillo,Lecherada,Zinc,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Camara_septica,Yes,Leña,Quema,Propia,Propio,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Extendido,0,1,2,1,2,1,1,2,2,No,4,No,69,Guarani,3,Casado,No,Yes,Cuenta_propia,No,No,13.094937873765515,tot_pov,nonext_pov
11855,12,1,2019,321,1605,rural,Itapua,956783.2666666666,497049,243608,4,3,Ladrillo,Baldosa,Zinc,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Camara_septica,Yes,Electricidad,Quema,Cedida,No_propio,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Extendido,1,0,4,0,1,1,0,2,3,No,5,Yes,54,Castellano,6,Separado,No,Yes,Cuenta_propia,No,No,13.771332173173844,nontot_pov,nonext_pov
11855,13,1,2019,222,222,rural,Itapua,2220833.3333333335,497049,243608,2,1,Ladrillo,Lecherada,Fibrocemento,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Pozo_ciego,Yes,Electricidad,Recoleccion_publica,Propia,Propio,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Unipersonal,0,0,1,0,0,0,0,0,1,No,1,No,56,Guarani,6,Soltero,No,Yes,Cuenta_propia,No,No,14.613393058788127,nontot_pov,nonext_pov
11855,24,1,2019,196,784,rural,Itapua,2492521.0416666665,497049,243608,5,4,Madera,Baldosa,Zinc,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Camara_septica,Yes,Gas,Quema,Propia,Propio,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Extendido,0,0,2,2,2,0,2,2,2,No,4,No,76,Guarani,3,Casado,Yes,Yes,Cuenta_propia,No,No,14.728805222775142,nontot_pov,nonext_pov
11855,25,1,2019,352,1760,rural,Itapua,571145.8666666668,497049,243608,3,2,Ladrillo,Lecherada,Zinc,Pozo_bomba,Caneria_vivienda,Pozo_protegido,Caaeria_vivienda,Yes,Camara_septica,Yes,Leña,Quema,Propia,Propio,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Nuclear_Completo,1,2,2,0,3,3,0,1,4,No,5,No,49,Guarani,8,Unido,No,Yes,Cuenta_propia,No,No,13.255399914274603,nontot_pov,nonext_pov
11855,28,1,2019,141,141,rural,Itapua,620000,497049,243608,1,1,Madera,Lecherada,Zinc,Pozo_sin_bomba,Pozo_terreno,Embotellada,Embotellada,Yes,Pozo_ciego,Yes,Gas,Hoyo,Propia,Cedido,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Unipersonal,0,0,0,1,1,0,1,1,0,No,1,Yes,81,Guarani,3,Viudo,No,No,Cuenta_propia,No,No,13.337474757021274,nontot_pov,nonext_pov
11855,29,1,2019,300,1500,rural,Itapua,791217.1692978451,497049,243608,6,4,Ladrillo,Baldosa,Zinc,Artesiano,Caneria_vivienda,Artesiano,Caaeria_vivienda,Yes,Pozo_ciego,Yes,Leña,Recoleccion_publica,Propia,Propio,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Extendido,0,2,3,0,2,2,0,1,4,No,5,No,36,Castellano,9,Unido,Yes,Yes,Patron,No,No,13.581327759381082,nontot_pov,nonext_pov
12107,1,1,2019,221,884,rural,Itapua,1063899.7291666667,497049,243608,4,3,Ladrillo,Lecherada,Zinc,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Letrina_comun_sin_techo,Yes,Leña,Hoyo,Cedida,No_propio,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Nuclear_Completo,0,1,3,0,1,1,0,1,3,No,4,No,39,Guarani,6,Unido,Yes,Yes,Privado,No,Yes,13.877451704937894,nontot_pov,nonext_pov
12107,3,1,2019,272,1360,rural,Itapua,412819.6,497049,243608,3,2,Ladrillo,Lecherada,Teja,SENASA,Caneria_terreno,SENASA,Caneria_terreno,Yes,Pozo_ciego,Yes,Electricidad,Quema,Alquilada,No_propio,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Nuclear_Completo,2,1,2,0,3,3,0,3,2,No,5,No,51,Guarani,4,Unido,Yes,Yes,Privado,No,Yes,12.930765972642476,tot_pov,nonext_pov
12107,4,1,2019,122,122,rural,Itapua,700000,497049,243608,1,1,Madera,Lecherada,Teja,SENASA,Vecino,SENASA,Vecino,No,Letrina_comun_sin_techo,Yes,Ninguno,Patio,Propia,Propio,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unipersonal,0,0,0,1,1,0,1,0,1,No,1,No,86,Guarani,0,Soltero,No,No,No_trabajo,No,No,13.458835614025542,nontot_pov,nonext_pov
12107,11,1,2019,181,181,rural,Itapua,2822983.333333333,497049,243608,3,2,Ladrillo,Lecherada,Teja,Pozo_bomba,Caneria_vivienda,Pozo_protegido,Caaeria_vivienda,Yes,Camara_septica,Yes,Leña,Hoyo,Propia,Propio,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Compuesto,0,0,1,0,0,0,0,1,0,No,1,Yes,50,Guarani,6,Viudo,No,Yes,Patron,No,No,14.853304803333442,nontot_pov,nonext_pov
12107,13,1,2019,167,167,rural,Itapua,2529690,497049,243608,4,1,Ladrillo,Baldosa,Teja,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Camara_septica,Yes,Leña,Quema,Cedida,No_propio,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Unipersonal,0,0,1,0,0,0,0,0,1,No,1,No,52,Guarani,5,Casado,No,No,Privado,No,No,14.743607323552064,nontot_pov,nonext_pov
12107,14,1,2019,129,387,rural,Itapua,1846712.5,497049,243608,4,3,Ladrillo,Baldosa,Teja,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Pozo_ciego,Yes,Leña,Quema,Propia,Propio,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Extendido,0,0,1,2,2,0,2,1,2,No,3,No,57,Guarani,12,Soltero,No,Yes,Cuenta_propia,No,No,14.428917589241943,nontot_pov,nonext_pov
12107,15,1,2019,167,167,rural,Itapua,930000,497049,243608,3,2,Ladrillo,Lecherada,Zinc,Pozo_sin_bomba,Pozo_terreno,Pozo_protegido,Pozo_terreno,Yes,Letrina_comun_sin_techo,Yes,Leña,Quema,Propia,Propio,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Unipersonal,0,0,1,0,0,0,0,0,1,No,1,No,51,Guarani,3,Separado,No,Yes,Privado,No,No,13.742939865129438,nontot_pov,nonext_pov
12107,17,1,2019,192,576,rural,Itapua,500732.6666666667,497049,243608,2,2,Ladrillo,Tierra,Fibrocemento,SENASA,Caneria_terreno,SENASA,Caaeria_vivienda,No,Letrina_comun_sin_techo,No,Electricidad,Quema,Propia,Propio,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Extendido,0,2,0,1,3,2,1,1,2,No,3,Yes,66,Guarani,0,Soltero,No,No,Domestico,No,No,13.12382763818441,nontot_pov,nonext_pov
12107,19,1,2019,204,612,rural,Itapua,3028647.222222222,497049,243608,3,2,Ladrillo,Baldosa,Teja,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Camara_septica,Yes,Gas,Quema,Propia,Cedido,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Nuclear_Incompleto,0,0,3,0,0,0,0,2,1,No,3,No,52,Bilingual,14,Casado,Yes,Yes,Publico,No,Yes,14.923626616479227,nontot_pov,nonext_pov
12107,24,1,2019,227,1135,rural,Itapua,377023.5666666667,497049,243608,5,4,Madera,Tierra,Teja,Pozo_sin_bomba,Pozo_terreno,Pozo_sin_proteccion,Pozo_terreno,Yes,Pozo_ciego,Yes,Leña,Quema,Cedida,No_propio,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Extendido,0,2,3,0,2,2,0,1,4,No,5,Yes,51,Guarani,3,Casado,No,No,Domestico,No,No,12.84006297552858,tot_pov,nonext_pov
12107,29,1,2019,241,964,rural,Itapua,595417.8333333333,497049,243608,3,2,Ladrillo,Lecherada,Fibrocemento,SENASA,Vecino,SENASA,Vecino,Yes,Letrina_comun_sin_techo,Yes,Leña,Quema,Propia,Cedido,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Nuclear_Completo,1,1,2,0,2,2,0,3,1,No,4,No,38,Guarani,6,Unido,Yes,Yes,Privado,No,Yes,13.29701867896836,nontot_pov,nonext_pov
12151,9,1,2019,197,197,rural,Itapua,340383.0895437852,497049,243608,1,1,Madera,Tierra,Fibrocemento,Pozo_sin_bomba,Pozo_terreno,Pozo_protegido,Pozo_terreno,No,No_banho,Yes,Leña,Quema,Propia,Propio,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unipersonal,0,0,0,1,1,0,1,0,1,No,1,No,66,Guarani,1,Soltero,No,No,Cuenta_propia,No,No,12.73782699625636,tot_pov,nonext_pov
12151,16,1,2019,304,1216,rural,Itapua,465194.20281220344,497049,243608,3,3,Madera,Tierra,Fibrocemento,Pozo_sin_bomba,Pozo_terreno,Pozo_protegido,Pozo_terreno,Yes,Letrina_comun_sin_techo,Yes,Leña,Quema,Propia,Propio,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Extendido,0,1,3,0,1,1,0,3,1,No,4,No,57,Guarani,3,Unido,No,Yes,Cuenta_propia,No,No,13.050210237838344,tot_pov,nonext_pov
12151,20,1,2019,375,2250,rural,Itapua,792845.0905624429,497049,243608,4,3,Ladrillo,Lecherada,Fibrocemento,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Letrina_comun,Yes,Leña,Quema,Propia,Cedido,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Nuclear_Completo,1,0,5,0,1,1,0,4,2,Yes,6,No,45,Guarani,6,Casado,No,Yes,Cuenta_propia,No,No,13.583383135459352,nontot_pov,nonext_pov
12151,31,1,2019,311,933,rural,Itapua,459197.59389895265,497049,243608,3,2,Madera,Lecherada,Fibrocemento,Pozo_sin_bomba,Pozo_terreno,Pozo_protegido,Pozo_terreno,Yes,Letrina_comun,Yes,Leña,Quema,Propia,Cedido,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Extendido,0,1,1,1,2,1,1,1,2,Yes,3,Yes,66,Guarani,0,Viudo,No,No,Cuenta_propia,No,No,13.037235884206677,tot_pov,nonext_pov
12151,34,1,2019,452,1356,rural,Itapua,731723.9113441394,497049,243608,1,1,Madera,Lecherada,Fibrocemento,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Pozo_ciego,Yes,Leña,Quema,Propia,Propio,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Nuclear_Completo,1,0,2,0,1,1,0,1,2,No,3,No,24,Guarani,5,Casado,No,Yes,Cuenta_propia,No,No,13.50315855150195,nontot_pov,nonext_pov
12151,35,1,2019,418,418,rural,Itapua,2358960.9151572995,497049,243608,1,1,Madera,Lecherada,Fibrocemento,SENASA,Caneria_terreno,SENASA,Caneria_terreno,Yes,No_banho,No,Ninguno,Quema,Propia,Propio,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Unipersonal,0,0,1,0,0,0,0,0,1,No,1,No,21,Guarani,4,Soltero,No,Yes,Cuenta_propia,No,No,14.673731789858023,nontot_pov,nonext_pov
12151,36,1,2019,413,3717,rural,Itapua,278787.1897044813,497049,243608,3,3,Madera,Tierra,Fibrocemento,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Letrina_comun,Yes,Leña,Quema,Propia,Propio,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Nuclear_Completo,2,3,4,0,5,5,0,4,5,Yes,9,No,51,Guarani,6,Casado,No,Yes,Cuenta_propia,No,No,12.538204008837548,tot_pov,nonext_pov
12151,37,1,2019,418,1254,rural,Itapua,324538.0781696863,497049,243608,3,2,Madera,Lecherada,Zinc,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Pozo_ciego,Yes,Gas,Quema,Propia,Cedido,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Nuclear_Completo,1,0,2,0,1,1,0,1,2,Yes,3,No,32,Castellano,12,Unido,No,Yes,Cuenta_propia,No,No,12.690158152370461,tot_pov,nonext_pov
12151,38,1,2019,236,236,rural,Itapua,712330.9103908504,497049,243608,3,2,Madera,Baldosa,Fibrocemento,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Pozo_ciego,No,Electricidad,Quema,Propia,Propio,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,Unipersonal,0,0,1,0,0,0,0,1,0,No,1,Yes,50,Guarani,6,Divorciado,No,Yes,No_trabajo,No,No,13.476297844210709,nontot_pov,nonext_pov
12151,43,1,2019,383,1915,rural,Itapua,798848.2467111557,497049,243608,5,3,Ladrillo,Lecherada,Teja,Pozo_bomba,Caneria_vivienda,Pozo_protegido,Caaeria_vivienda,Yes,Camara_septica,Yes,Leña,Quema,Propia,Cedido,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Nuclear_Completo,0,1,4,0,1,1,0,1,4,Yes,5,No,56,Guarani,6,Casado,No,No,No_trabajo,No,No,13.590926277687277,nontot_pov,nonext_pov
12151,44,1,2019,455,5915,rural,Itapua,266442.2908264288,497049,243608,5,4,Madera,Tierra,Zinc,Pozo_sin_bomba,Pozo_terreno,Pozo_protegido,Pozo_terreno,Yes,Letrina_comun,Yes,Leña,Quema,Propia,Propio,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Nuclear_Completo,4,5,4,0,9,9,0,6,7,Yes,13,No,50,Guarani,6,Casado,No,Yes,Cuenta_propia,No,No,12.492912954397482,tot_pov,nonext_pov
12354,6,1,2019,417,834,rural,Itapua,1995483,497049,243608,1,1,Ladrillo,Baldosa,Teja,SENASA,Caneria_terreno,SENASA,Caneria_terreno,Yes,Camara_septica,No,Electricidad,Quema,Alquilada,No_propio,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Extendido,0,0,2,0,0,0,0,0,2,No,2,No,23,Guarani,12,Soltero,Yes,Yes,Privado,No,Yes,14.506396684266509,nontot_pov,nonext_pov
12354,7,1,2019,437,2185,rural,Itapua,731618.3999999999,497049,243608,3,2,Madera,Baldosa,Teja,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Camara_septica,Yes,Electricidad,Quema,Propia,Propio,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Compuesto,1,1,3,0,2,2,0,2,3,Yes,5,No,34,Castellano,12,Unido,No,Yes,Privado,No,No,13.503014345537968,nontot_pov,nonext_pov
12354,8,1,2019,219,876,rural,Itapua,928395.8333333334,497049,243608,6,3,Ladrillo,Baldosa,Teja,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Camara_septica,Yes,Gas,Quema,Propia,Propio,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Extendido,0,0,2,2,2,0,2,3,1,No,4,No,78,Guarani,4,Casado,Yes,Yes,Patron,No,No,13.741213465364305,nontot_pov,nonext_pov
12354,17,1,2019,431,1293,rural,Itapua,1313694.4444444445,497049,243608,3,2,Ladrillo,Baldosa,Teja,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Camara_septica,Yes,Leña,Quema,Propia,Propio,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Nuclear_Completo,1,0,2,0,1,1,0,2,1,No,3,No,25,Castellano,12,Unido,No,Yes,Privado,No,No,14.088353912510883,nontot_pov,nonext_pov
12354,18,1,2019,375,2250,rural,Itapua,443533,497049,243608,3,3,Ladrillo,Lecherada,Zinc,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Camara_septica,Yes,Leña,Quema,Propia,Propio,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Nuclear_Completo,1,1,4,0,2,2,0,4,2,No,6,No,47,Guarani,5,Unido,Yes,Yes,Privado,No,Yes,13.002527486080874,tot_pov,nonext_pov
12354,19,1,2019,352,2112,rural,Itapua,506108.4444444445,497049,243608,2,2,Ladrillo,Lecherada,Zinc,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Pozo_ciego,Yes,Carbon,Quema,Propia,Cuotas,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Nuclear_Completo,0,4,2,0,4,4,0,4,2,Yes,6,Yes,38,Guarani,1,Unido,No,No,Cuenta_propia,No,No,13.13450624239086,nontot_pov,nonext_pov
12354,20,1,2019,485,1940,rural,Itapua,656000,497049,243608,2,1,Madera,Lecherada,Teja,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Pozo_ciego,Yes,Gas,Quema,Propia,Cuotas,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Nuclear_Completo,2,0,2,0,2,2,0,1,3,No,4,No,27,Bilingual,8,Unido,Yes,Yes,Privado,No,Yes,13.393916067926225,nontot_pov,nonext_pov
12354,29,1,2019,289,1445,rural,Itapua,30486040,497049,243608,6,4,Ladrillo,Baldosa,Teja,Artesiano,Caneria_vivienda,Artesiano,Caaeria_vivienda,Yes,Camara_septica,Yes,Gas,Quema,Propia,Propio,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Extendido,0,0,4,1,1,0,1,3,2,No,5,Yes,77,Otro,6,Viudo,Yes,Yes,No_trabajo,No,No,17.23277943188074,nontot_pov,nonext_pov
12354,33,1,2019,287,574,rural,Itapua,1554805.8667919766,497049,243608,4,3,Madera,Lecherada,Teja,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Letrina_comun,Yes,Leña,Quema,Cedida,No_propio,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,Extendido,0,0,1,1,1,0,1,0,2,No,2,No,75,Guarani,1,Viudo,No,Yes,Cuenta_propia,No,No,14.25686125129498,nontot_pov,nonext_pov
12354,48,1,2019,274,822,rural,Itapua,621561.5555555555,497049,243608,3,2,Ladrillo,Lecherada,Teja,Pozo_bomba,Caneria_vivienda,Pozo_protegido,Caaeria_vivienda,Yes,Pozo_ciego,Yes,Leña,Quema,Propia,Propio,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Extendido,0,1,1,1,2,1,1,2,1,Yes,3,Yes,65,Guarani,0,Viudo,No,No,Cuenta_propia,No,No,13.339990228561089,nontot_pov,nonext_pov
12434,4,1,2019,176,176,rural,Itapua,2760486.177311734,497049,243608,1,1,Madera,Lecherada,Zinc,SENASA,Caneria_terreno,SENASA,Caneria_terreno,Yes,Camara_septica,No,Leña,Quema,Cedida,No_propio,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Unipersonal,0,0,1,0,0,0,0,0,1,No,1,No,58,Guarani,3,Separado,No,No,Privado,No,No,14.830917373380435,nontot_pov,nonext_pov
12434,6,1,2019,260,1560,rural,Itapua,498806.49952335696,497049,243608,3,2,Ladrillo,Lecherada,Zinc,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Pozo_ciego,Yes,Leña,Patio,Cedida,No_propio,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Nuclear_Completo,1,3,2,0,4,4,0,4,2,Yes,6,Yes,37,Bilingual,6,Casado,No,Yes,Cuenta_propia,No,No,13.119973523022605,nontot_pov,nonext_pov
12434,9,1,2019,112,112,rural,Itapua,2288359.389895145,497049,243608,3,2,Ladrillo,Ladrillo,Teja,Pozo_bomba,Caneria_vivienda,Pozo_sin_proteccion,Caaeria_vivienda,Yes,Pozo_ciego,Yes,Leña,Quema,Propia,Propio,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Unipersonal,0,0,0,1,1,0,1,1,0,No,1,Yes,72,Bilingual,6,Soltero,No,Yes,No_trabajo,No,No,14.643345695149804,nontot_pov,nonext_pov
12434,12,1,2019,201,1005,rural,Itapua,898807.9607245021,497049,243608,6,5,Ladrillo,Lecherada,Teja,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Pozo_ciego,Yes,Leña,Quema,Propia,Propio,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Compuesto,0,1,3,1,2,1,1,2,3,No,5,Yes,79,Guarani,4,Viudo,No,Yes,No_trabajo,No,No,13.708824676312947,nontot_pov,nonext_pov
12434,19,1,2019,186,558,rural,Itapua,491624.4637750252,497049,243608,2,2,Ladrillo,Lecherada,Teja,Pozo_bomba,Caneria_vivienda,Pozo_protegido,Caaeria_vivienda,Yes,Pozo_ciego,Yes,Leña,Quema,Cedida,No_propio,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Nuclear_Completo,0,0,3,0,0,0,0,2,1,Yes,3,No,57,Guarani,3,Unido,No,Yes,Cuenta_propia,No,No,13.105470419014015,tot_pov,nonext_pov
12434,22,1,2019,283,3679,rural,Itapua,346188.67536848376,497049,243608,3,3,Ladrillo,Tierra,Teja,SENASA,Caneria_terreno,SENASA,Caneria_terreno,Yes,Letrina_comun_sin_techo,Yes,Leña,Quema,Propia,Propio,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Extendido,2,5,6,0,7,7,0,5,8,Yes,13,No,56,Guarani,7,Unido,No,Yes,Cuenta_propia,No,No,12.754739209948562,tot_pov,nonext_pov
