upm,nvivi,nhoga,year,fex,facpob,area,dptorep,ipcm,linea_pobreza_total,linea_pobreza_extrema,vivi_piezas,vivi_dormitorios,vivi_pared,vivi_piso,vivi_techo,vivi_agua_proveedor,vivi_agua_fuente,vivi_agua_proveedor_beber,vivi_agua_fuente_beber,vivi_celular,vivi_banho_desague,vivi_pieza_cocinar,vivi_combustible,vivi_basura,vivi_vivienda_propiedad,vivi_lote_propiedad,vivi_computadora,vivi_tableta,vivi_internet,vivi_radio,vivi_televisor,vivi_heladera,vivi_cocina_gas,vivi_cocina_elec,vivi_lavarropas,vivi_videoDVD,vivi_termocalefon,vivi_acondicionador_aire,vivi_antena_parabolica,vivi_tv_cable,vivi_horno_microondas,vivi_horno_electrico,vivi_auto_camion,vivi_motocicleta,hh_conyuge_present,hh_tipo_hogar,hh_miembros_5ymenos,hh_miembros_6a14,hh_miembros_15a64,hh_miembros_65ymas,hh_dependents,hh_youth_dependents,hh_old_dependents,hh_females,hh_males,hh_tekopora,hh_totpers,jefe_female,jefe_edad,jefe_idioma,jefe_aniosestudio,jefe_estado_civil,jefe_seguro_medico,jefe_sabe_leer_escribir,jefe_tipo_empleo,jefe_quiere_trabajo,jefe_caja_jubilacion1,lnipcm,totpov,extpov
18928,16,1,2018,143,286,rural,Alto_Parana,2358000,488172,239969,5,3,Madera,Madera,Zinc,Pozo_bomba,Caneria_vivienda,Pozo_protegido,Caaeria_vivienda,Yes,Camara_septica,Yes,Gas,Hoyo,Propia,Propio,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Nuclear_Completo,0,0,1,1,1,0,1,1,1,No,2,No,64,Otro,4,Casado,Yes,Yes,Cuenta_propia,No,No,14.673324360079453,nontot_pov,nonext_pov
18928,17,1,2018,207,828,rural,Alto_Parana,26913048.333333332,488172,239969,4,3,Ladrillo,Baldosa,Fibrocemento,Pozo_bomba,Caneria_vivienda,Pozo_protegido,Caaeria_vivienda,Yes,Pozo_ciego,No,Gas,Hoyo,Propia,Cedido,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nuclear_Completo,1,0,3,0,1,1,0,3,1,No,4,No,38,Otro,3,Casado,Yes,Yes,Privado,No,Yes,17.108121795118198,nontot_pov,nonext_pov
18928,19,1,2018,124,248,rural,Alto_Parana,12355500,488172,239969,4,3,Ladrillo,Baldosa,Teja,Artesiano,Caneria_vivienda,Artesiano,Caaeria_vivienda,Yes,Camara_septica,Yes,Gas,Hoyo,Propia,Propio,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Nuclear_Completo,0,0,0,2,2,0,2,1,1,No,2,No,72,Otro,3,Casado,No,Yes,Cuenta_propia,No,No,16.32961186603155,nontot_pov,nonext_pov
18928,21,1,2018,176,352,rural,Alto_Parana,4268354.166666666,488172,239969,5,2,Madera,Baldosa,Zinc,Pozo_bomba,Caneria_vivienda,Pozo_protegido,Caaeria_vivienda,Yes,Camara_septica,Yes,Gas,Hoyo,Cuotas,Propio,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Nuclear_Incompleto,0,0,1,1,1,0,1,1,1,No,2,No,65,Otro,5,Viudo,No,Yes,No_trabajo,No,No,15.266738869841637,nontot_pov,nonext_pov
18934,20,1,2018,262,1572,rural,Alto_Parana,366666.6666666667,488172,239969,3,2,Madera,Tierra,Teja,Pozo_sin_bomba,Pozo_terreno,Pozo_protegido,Pozo_terreno,Yes,Letrina_comun_sin_techo,Yes,Leña,Quema,Cedida,No_propio,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Nuclear_Completo,3,1,2,0,4,4,0,5,1,No,6,No,33,Guarani,5,Unido,Yes,Yes,Privado,No,Yes,12.81220844910049,tot_pov,nonext_pov
18934,22,1,2018,201,201,rural,Alto_Parana,570475,488172,239969,2,1,Madera,Lecherada,Teja,Red_comunitaria,Caneria_vivienda,Red_comunitaria,Caaeria_vivienda,Yes,Pozo_ciego,Yes,Electricidad,Quema,Cedida,No_propio,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Unipersonal,0,0,1,0,0,0,0,0,1,No,1,No,59,Guarani,3,Soltero,No,Yes,Cuenta_propia,No,No,13.254224626114624,nontot_pov,nonext_pov
18934,23,1,2018,269,1883,rural,Alto_Parana,571654.2857142857,488172,239969,6,6,Madera,Lecherada,Fibrocemento,Pozo_sin_bomba,Pozo_terreno,Pozo_protegido,Pozo_terreno,Yes,Letrina_comun,Yes,Leña,Quema,Propia,Propio,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Extendido,0,3,4,0,3,3,0,2,5,Yes,7,No,63,Guarani,3,Soltero,No,Yes,No_trabajo,No,No,13.256289692036889,nontot_pov,nonext_pov
18934,25,1,2018,236,1180,rural,Alto_Parana,222113.25506500495,488172,239969,2,2,Madera,Baldosa,Fibrocemento,Red_comunitaria,Caneria_vivienda,Red_comunitaria,Caaeria_vivienda,Yes,Letrina_comun,Yes,Leña,Quema,Propia,Cedido,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Extendido,1,1,3,0,2,2,0,2,3,No,5,Yes,64,Guarani,4,Casado,No,Yes,No_trabajo,No,No,12.310942688718564,tot_pov,ext_pov
18934,32,1,2018,300,900,rural,Alto_Parana,936365.888888889,488172,239969,1,1,Ladrillo,Baldosa,Fibrocemento,Pozo_bomba,Vecino,Pozo_protegido,Vecino,Yes,Letrina_comun,Yes,Electricidad,Quema,Propia,Propio,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Nuclear_Completo,1,0,2,0,1,1,0,1,2,No,3,No,25,Guarani,5,Casado,Yes,Yes,Privado,No,Yes,13.749761586008093,nontot_pov,nonext_pov
18934,33,1,2018,205,820,rural,Alto_Parana,401833.3333333334,488172,239969,3,3,Madera,Lecherada,Teja,Pozo_bomba,Caneria_vivienda,Pozo_protegido,Caaeria_vivienda,Yes,Camara_septica,Yes,Leña,Quema,Propia,Propio,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Extendido,1,0,3,0,1,1,0,3,1,No,4,Yes,52,Guarani,9,Unido,No,Yes,Domestico,No,No,12.903792687935253,tot_pov,nonext_pov
18934,34,1,2018,263,1578,rural,Alto_Parana,621736.1111111111,488172,239969,3,1,Madera,Tierra,Teja,Red_comunitaria,Caneria_terreno,Red_comunitaria,Caneria_terreno,Yes,Letrina_comun_sin_techo,Yes,Leña,Quema,Propia,Propio,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Extendido,1,0,5,0,1,1,0,1,5,No,6,No,64,Guarani,4,Casado,No,Yes,Cuenta_propia,No,No,13.340271023034338,nontot_pov,nonext_pov
18934,35,1,2018,252,1512,rural,Alto_Parana,414620,488172,239969,1,1,Madera,Lecherada,Fibrocemento,Pozo_bomba,Vecino,Pozo_protegido,Vecino,Yes,Letrina_comun,Yes,Leña,Quema,Alquilada,No_propio,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Nuclear_Completo,1,3,2,0,4,4,0,2,4,No,6,Yes,36,Guarani,5,Unido,No,Yes,Privado,No,No,12.935117717087103,tot_pov,nonext_pov
18934,36,1,2018,152,152,rural,Alto_Parana,1537258.3333333333,488172,239969,4,1,Madera,Lecherada,Teja,Pozo_bomba,Caneria_terreno,Pozo_protegido,Caneria_terreno,Yes,Letrina_comun,Yes,Leña,Quema,Propia,Propio,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Unipersonal,0,0,0,1,1,0,1,0,1,No,1,No,72,Guarani,5,Viudo,No,Yes,Cuenta_propia,No,No,14.245511084736677,nontot_pov,nonext_pov
18934,37,1,2018,297,1485,rural,Alto_Parana,417544,488172,239969,2,2,Madera,Lecherada,Fibrocemento,Pozo_bomba,Caneria_vivienda,Pozo_protegido,Caaeria_vivienda,Yes,Letrina_comun,Yes,Electricidad,Quema,Propia,Cedido,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Nuclear_Completo,1,2,2,0,3,3,0,3,2,No,5,Yes,28,Guarani,5,Unido,No,Yes,No_trabajo,No,No,12.94214520694155,tot_pov,nonext_pov
19070,1,1,2018,647,2588,rural,Central,1577500,488172,239969,3,2,Ladrillo,Baldosa,Teja,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Camara_septica,Yes,Electricidad,Quema,Propia,Propio,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Nuclear_Completo,0,0,4,0,0,0,0,1,3,No,4,No,42,Bilingual,12,Unido,No,Yes,Patron,No,No,14.271351873397505,nontot_pov,nonext_pov
19070,36,1,2018,568,2272,rural,Central,2219416.6666666665,488172,239969,3,2,Ladrillo,Baldosa,Hormigon,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Pozo_ciego,Yes,Gas,Quema,Propia,Propio,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Nuclear_Completo,0,0,4,0,0,0,0,2,2,No,4,No,59,Bilingual,6,Casado,Yes,Yes,Publico,No,Yes,14.612754956557517,nontot_pov,nonext_pov
19070,37,1,2018,630,2520,rural,Central,612131.6666666666,488172,239969,1,1,Ladrillo,Lecherada,Teja,SENASA,Caneria_terreno,SENASA,Caneria_terreno,Yes,Pozo_ciego,No,Leña,Quema,Propia,Propio,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Nuclear_Completo,0,2,2,0,2,2,0,2,2,No,4,No,58,Bilingual,6,Casado,No,Yes,Cuenta_propia,No,No,13.324702679967025,nontot_pov,nonext_pov
19070,39,1,2018,508,1524,rural,Central,2200916.1435551248,488172,239969,3,2,Ladrillo,Lecherada,Teja,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Pozo_ciego,Yes,Gas,Quema,Propia,Propio,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Nuclear_Completo,0,0,3,0,0,0,0,2,1,No,3,Yes,58,Bilingual,6,Unido,Yes,Yes,Domestico,No,Yes,14.604384260534792,nontot_pov,nonext_pov
19070,40,1,2018,619,3095,rural,Central,2358833.333333333,488172,239969,2,2,Ladrillo,Lecherada,Teja,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Pozo_ciego,Yes,Gas,Recoleccion_publica,Propia,Propio,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Compuesto,1,0,4,0,1,1,0,3,2,No,5,No,56,Bilingual,17,Unido,No,Yes,Publico,No,Yes,14.67367770448792,nontot_pov,nonext_pov
19070,41,1,2018,502,1506,rural,Central,2750000,488172,239969,3,2,Ladrillo,Baldosa,Teja,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Camara_septica,Yes,Gas,Quema,Propia,Propio,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Extendido,1,0,2,0,1,1,0,3,0,No,3,Yes,59,Castellano,6,Viudo,Yes,Yes,No_trabajo,No,No,14.827111469642754,nontot_pov,nonext_pov
19070,43,1,2018,762,3048,rural,Central,1409298.3333333333,488172,239969,3,2,Ladrillo,Baldosa,Teja,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Camara_septica,Yes,Gas,Recoleccion_publica,Propia,Propio,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Nuclear_Completo,1,1,2,0,2,2,0,2,2,No,4,No,31,Bilingual,16,Casado,Yes,Yes,Publico,No,Yes,14.15860250255869,nontot_pov,nonext_pov
19070,44,1,2018,711,4977,rural,Central,3206446.8924065675,488172,239969,7,6,Ladrillo,Baldosa,Teja,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Camara_septica,Yes,Gas,Hoyo,Propia,Propio,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Extendido,0,1,6,0,1,1,0,3,4,No,7,No,57,Bilingual,6,Casado,Yes,Yes,Cuenta_propia,No,No,14.980673994953486,nontot_pov,nonext_pov
19070,45,1,2018,625,2500,rural,Central,637076.9819930919,488172,239969,4,2,Ladrillo,Baldosa,Teja,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Pozo_ciego,Yes,Gas,Quema,Propia,Propio,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Nuclear_Completo,0,0,4,0,0,0,0,1,3,No,4,No,55,Bilingual,8,Casado,Yes,Yes,No_trabajo,No,No,13.364645778105002,nontot_pov,nonext_pov
19070,46,1,2018,699,1398,rural,Central,4495000,488172,239969,2,1,Ladrillo,Baldosa,Teja,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Camara_septica,Yes,Gas,Quema,Propia,Propio,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Nuclear_Completo,0,0,2,0,0,0,0,1,1,No,2,No,28,Bilingual,16,Casado,Yes,Yes,Publico,No,Yes,15.318476225887858,nontot_pov,nonext_pov
19070,47,1,2018,534,2136,rural,Central,2148026.5,488172,239969,3,2,Ladrillo,Baldosa,Teja,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Camara_septica,Yes,Gas,Recoleccion_publica,Propia,Propio,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Nuclear_Completo,0,0,4,0,0,0,0,3,1,No,4,No,45,Bilingual,12,Casado,Yes,Yes,Privado,No,Yes,14.58006007159252,nontot_pov,nonext_pov
19149,25,1,2018,476,952,rural,Central,248309.17874396153,488172,239969,3,2,Ladrillo,Baldosa,Teja,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Camara_septica,Yes,Carbon,Recoleccion_publica,Propia,Cuotas,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Extendido,0,0,1,1,1,0,1,1,1,No,2,No,48,Bilingual,12,Soltero,No,Yes,No_trabajo,Yes,No,12.422429937160025,tot_pov,nonext_pov
19149,26,1,2018,969,969,rural,Central,3674975.8454106306,488172,239969,1,1,Ladrillo,Lecherada,Zinc,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Camara_septica,No,Ninguno,Recoleccion_publica,Cedida,No_propio,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unipersonal,0,0,1,0,0,0,0,0,1,No,1,No,27,Guarani,6,Soltero,No,Yes,Privado,No,No,15.117057117930095,nontot_pov,nonext_pov
19149,27,1,2018,672,1344,rural,Central,1365700.4830917884,488172,239969,2,1,Ladrillo,Baldosa,Teja,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Camara_septica,No,Gas,Recoleccion_publica,Alquilada,No_propio,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Compuesto,0,0,2,0,0,0,0,1,1,No,2,Yes,47,Bilingual,6,Soltero,No,Yes,Patron,No,No,14.12717802939845,nontot_pov,nonext_pov
19149,28,1,2018,831,4155,rural,Central,1377117.932367151,488172,239969,2,2,Ladrillo,Lecherada,Teja,SENASA,Caneria_terreno,SENASA,Caneria_terreno,Yes,Pozo_ciego,Yes,Gas,Quema,Alquilada,No_propio,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Extendido,0,3,2,0,3,3,0,2,3,No,5,No,29,Guarani,14,Unido,No,Yes,Privado,No,No,14.135503418464106,nontot_pov,nonext_pov
19149,29,1,2018,330,330,rural,Central,9410835.708774967,488172,239969,5,2,Ladrillo,Baldosa,Teja,SENASA,Caneria_vivienda,Embotellada,Embotellada,Yes,Pozo_ciego,Yes,Gas,Recoleccion_publica,Propia,Propio,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Unipersonal,0,0,0,1,1,0,1,1,0,No,1,Yes,90,Castellano,6,Viudo,Yes,No,No_trabajo,No,No,16.057372318327474,nontot_pov,nonext_pov
19149,35,1,2018,737,4422,rural,Central,2469848.631239937,488172,239969,6,3,Ladrillo,Baldosa,Teja,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Camara_septica,Yes,Gas,Recoleccion_publica,Propia,Propio,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Extendido,1,0,5,0,1,1,0,3,3,No,6,No,56,Castellano,7,Casado,Yes,Yes,No_trabajo,No,No,14.719667423827476,nontot_pov,nonext_pov
19149,36,1,2018,661,2644,rural,Central,4285991.711724735,488172,239969,5,3,Ladrillo,Baldosa,Teja,SENASA,Caneria_vivienda,Embotellada,Embotellada,Yes,Camara_septica,Yes,Gas,Recoleccion_publica,Propia,Propio,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Nuclear_Completo,0,0,4,0,0,0,0,2,2,No,4,Yes,46,Bilingual,16,Casado,Yes,Yes,Publico,No,Yes,15.270862521211814,nontot_pov,nonext_pov
19149,37,1,2018,788,1576,rural,Central,6349265.700483097,488172,239969,4,2,Ladrillo,Baldosa,Teja,SENASA,Caneria_vivienda,Embotellada,Embotellada,Yes,Camara_septica,Yes,Electricidad,Recoleccion_publica,Propia,Propio,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Nuclear_Incompleto,0,0,2,0,0,0,0,0,2,No,2,No,54,Bilingual,17,Viudo,Yes,Yes,Publico,No,Yes,15.66384972646312,nontot_pov,nonext_pov
19149,38,1,2018,664,3320,rural,Central,2280504.6054750415,488172,239969,6,3,Ladrillo,Baldosa,Teja,SENASA,Caneria_vivienda,Embotellada,Embotellada,Yes,Camara_septica,Yes,Gas,Recoleccion_publica,Propia,Propio,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Nuclear_Completo,0,2,3,0,2,2,0,4,1,No,5,Yes,38,Castellano,17,Unido,Yes,Yes,No_trabajo,Yes,No,14.639907294634174,nontot_pov,nonext_pov
19149,39,1,2018,808,3232,rural,Central,1607801.9323671511,488172,239969,3,2,Ladrillo,Baldosa,Teja,SENASA,Caneria_vivienda,Embotellada,Embotellada,Yes,Camara_septica,Yes,Gas,Recoleccion_publica,Cedida,No_propio,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Nuclear_Completo,0,2,2,0,2,2,0,1,3,No,4,Yes,42,Castellano,18,Unido,Yes,Yes,Cuenta_propia,No,No,14.290378544745627,nontot_pov,nonext_pov
20560,8,1,2018,486,972,rural,Central,672084.0114416209,488172,239969,2,2,Ladrillo,Baldosa,Teja,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Camara_septica,Yes,Gas,Quema,Propia,Propio,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Nuclear_Incompleto,0,0,2,0,0,0,0,2,0,No,2,Yes,55,Bilingual,12,Viudo,No,Yes,Domestico,No,No,13.41813862871753,nontot_pov,nonext_pov
20560,9,1,2018,826,4956,rural,Central,4148541.6666666665,488172,239969,4,2,Ladrillo,Baldosa,Teja,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Pozo_ciego,Yes,Gas,Recoleccion_publica,Propia,Propio,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Extendido,0,3,3,0,3,3,0,1,5,No,6,No,43,Castellano,10,Unido,No,Yes,Patron,No,No,15.238267424826967,nontot_pov,nonext_pov
20560,10,1,2018,364,728,rural,Central,1675000,488172,239969,5,3,Ladrillo,Baldosa,Teja,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Camara_septica,Yes,Gas,Recoleccion_publica,Propia,Propio,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Nuclear_Completo,0,0,0,2,2,0,2,1,1,No,2,No,73,Guarani,2,Unido,No,Yes,No_trabajo,No,No,14.331323723241304,nontot_pov,nonext_pov
20560,12,1,2018,471,1413,rural,Central,693431.1111111111,488172,239969,2,2,Ladrillo,Ladrillo,Fibrocemento,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Pozo_ciego,Yes,Electricidad,Quema,Cedida,No_propio,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Compuesto,0,1,1,1,2,1,1,2,1,No,3,No,68,Guarani,4,Soltero,No,Yes,Domestico,No,No,13.449407178707236,nontot_pov,nonext_pov
20560,13,1,2018,590,1180,rural,Central,2350000,488172,239969,3,2,Ladrillo,Baldosa,Teja,Artesiano,Caneria_vivienda,Artesiano,Caaeria_vivienda,Yes,Pozo_ciego,Yes,Electricidad,Recoleccion_publica,Cedida,No_propio,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Nuclear_Incompleto,0,0,2,0,0,0,0,1,1,No,2,No,61,Bilingual,12,Casado,No,Yes,Privado,No,No,14.669925886120343,nontot_pov,nonext_pov
20560,45,1,2018,746,5222,rural,Central,664674.2857142857,488172,239969,3,2,Ladrillo,Lecherada,Teja,SENASA,Caneria_vivienda,Embotellada,Embotellada,Yes,Camara_septica,Yes,Electricidad,Quema,Cedida,No_propio,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Extendido,1,1,5,0,2,2,0,3,4,No,7,No,40,Castellano,9,Casado,No,Yes,Privado,No,No,13.407052403730422,nontot_pov,nonext_pov
20560,46,1,2018,681,2043,rural,Central,1521494.9454620013,488172,239969,3,1,Ladrillo,Baldosa,Teja,Privada,Caneria_vivienda,Privada,Caaeria_vivienda,Yes,Pozo_ciego,Yes,Gas,Recoleccion_publica,Propia,Propio,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Nuclear_Completo,0,1,2,0,1,1,0,2,1,No,3,No,38,Castellano,13,Casado,Yes,Yes,Publico,No,Yes,14.235203926238063,nontot_pov,nonext_pov
20560,48,1,2018,690,4140,rural,Central,1490643.3333333333,488172,239969,3,2,Ladrillo,Baldosa,Teja,Privada,Caneria_vivienda,Privada,Caaeria_vivienda,Yes,Camara_septica,Yes,Gas,Recoleccion_publica,Propia,Propio,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Nuclear_Completo,0,1,5,0,1,1,0,2,4,No,6,Yes,43,Bilingual,9,Casado,No,Yes,Cuenta_propia,No,No,14.214718352074755,nontot_pov,nonext_pov
20560,49,1,2018,514,1028,rural,Central,1336881.5,488172,239969,3,2,Ladrillo,Baldosa,Teja,Privada,Caneria_vivienda,Privada,Caaeria_vivienda,Yes,Camara_septica,Yes,Gas,Quema,Propia,Propio,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Nuclear_Incompleto,0,0,1,1,1,0,1,1,1,No,2,Yes,68,Guarani,6,Casado,Yes,Yes,No_trabajo,No,No,14.105850220892073,nontot_pov,nonext_pov
20560,50,1,2018,659,2636,rural,Central,3123625,488172,239969,3,2,Ladrillo,Baldosa,Zinc,SENASA,Caneria_vivienda,Embotellada,Embotellada,Yes,Camara_septica,Yes,Electricidad,Recoleccion_publica,Propia,Propio,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Nuclear_Completo,1,1,2,0,2,2,0,3,1,No,4,No,32,Bilingual,17,Unido,No,Yes,Patron,No,No,14.954504744324234,nontot_pov,nonext_pov
20572,8,1,2018,562,2248,rural,Central,831718.75,488172,239969,2,2,Ladrillo,Lecherada,Teja,Pozo_sin_bomba,Pozo_terreno,Pozo_sin_proteccion,Pozo_terreno,Yes,Pozo_ciego,Yes,Leña,Quema,Propia,Condo,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Nuclear_Completo,0,0,4,0,0,0,0,2,2,Yes,4,Yes,54,Guarani,6,Unido,No,Yes,No_trabajo,No,No,13.631249621789268,nontot_pov,nonext_pov
20572,9,1,2018,659,4613,rural,Central,710934.3632528912,488172,239969,4,4,Ladrillo,Baldosa,Teja,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Camara_septica,Yes,Gas,Quema,Propia,Propio,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Extendido,2,0,5,0,2,2,0,4,3,No,7,No,58,Bilingual,10,Unido,No,Yes,Cuenta_propia,No,No,13.474335388423972,nontot_pov,nonext_pov
20572,10,1,2018,491,1473,rural,Central,303000,488172,239969,3,3,Ladrillo,Baldosa,Teja,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Pozo_ciego,Yes,Carbon,Hoyo,Propia,Propio,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Nuclear_Completo,0,0,3,0,0,0,0,2,1,No,3,No,62,Guarani,6,Unido,No,Yes,Cuenta_propia,No,No,12.621488084491506,tot_pov,nonext_pov
20572,12,1,2018,754,3016,rural,Central,1129950.8333333335,488172,239969,1,1,Madera,Tierra,Zinc,SENASA,Caneria_vivienda,SENASA,Caaeria_vivienda,Yes,Pozo_ciego,No,Carbon,Quema,Propia,Cedido,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Nuclear_Completo,0,2,2,0,2,2,0,2,2,No,4,No,36,Castellano,12,Unido,No,Yes,Privado,No,No,13.937684679417439,nontot_pov,nonext_pov
20572,13,1,2018,581,2324,rural,Central,899301.7648304004,488172,239969,3,2,Ladrillo,Lecherada,Zinc,Artesiano,Caneria_vivienda,Artesiano,Caaeria_vivienda,Yes,Pozo_ciego,Yes,Gas,Hoyo,Propia,Propio,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Nuclear_Completo,0,1,3,0,1,1,0,2,2,No,4,No,38,Guarani,7,Casado,Yes,Yes,Privado,No,Yes,13.709373924349698,nontot_pov,nonext_pov
